id,topic,source,text,replyCount,vaderMean,vaderStd,vaderCatLabel,vaderCat
1368881616433655808,[],FoxNews,ohio college student dies following alleged alcohol related hazing incident,21,-0.03530952380952381,0.455652418960727,medium,1.0
1368742179292803072,[],FoxNews,meghan markle throws kate under the bus right out of the gate in bombshell tell all,1044,-0.0826446360153258,0.46262315989672476,medium,1.0
1368697794417065992,"['CNN', 'brianstelter', 'NYGovCuomo']",FoxNews,on sunday s show   s left wing pundit ignored biggest media and political story of the week about     and spells  reliable  wrong ,363,-0.07187465564738293,0.42840689230915585,medium,1.0
1368692106995392522,['NYGovCuomo'],FoxNews,calls grow for to quit from top new york lawmakers,205,-0.1978917073170733,0.4656546367902155,medium,1.0
1368685627303223297,[],FoxNews,queen takes last minute swipe at meghan and prince harry hours before bombshell oprah interview,202,0.024653465346534655,0.4555523512061201,medium,1.0
1368632590626873347,[],FoxNews,cuomo again refuses to resign amid scandals  slams critics as  anti democratic ,525,-0.15205447619047624,0.45645633939597396,medium,1.0
1368630024186728451,[],FoxNews,trump expected to make first visit to nyc since leaving office,621,0.036270370370370404,0.4411840690665159,medium,1.0
1368622761044742149,[],FoxNews,florida men arrested after shooting at car on i   crashing in high speed chase caught on video  deputies say,33,-0.14203030303030303,0.4985510376862436,medium,1.0
1368612156166578176,[],FoxNews,arkansas gov responds to biden  neanderthal thinking  comment   common sense  over  mandates ,229,-0.09517903930131008,0.467583915160281,medium,1.0
1368596050127294464,[],FoxNews,manchin   i m supporting the filibuster  but  it should be painful  to use,91,0.005246153846153852,0.4607762258304982,medium,1.0
1368588101883465729,[],FoxNews,biden to sign voter registration executive order as he pushes senate to pass sweeping hr  bill,702,-0.025761253561253517,0.4538411211031153,medium,1.0
1368573148971499524,[],FoxNews,with oprah s meghan and harry interview airing sunday  some critics already sick of royal mania,273,-0.07611794871794866,0.4455726437028704,medium,1.0
1368565095924604934,[],FoxNews,cuomo sexual harassment scandal may be overshadowing ny s nursing home deaths  some critics worry,127,-0.09401496062992125,0.4764883259581532,medium,1.0
1368557042902917120,[],FoxNews,meghan markle accused of wearing saudi leader s  blood money  earrings after khashoggi death,319,-0.17213949843260182,0.44907986914937453,medium,1.0
1368548989986086915,['NYGovCuomo'],FoxNews,andrew cuomo s accusers  women who ve made sexual harassment claims against,298,-0.08727214765100678,0.4818019289257611,medium,1.0
1368540936733659143,[],FoxNews,portland public schools headquarters targeted in arson attack  suspected blm antifa graffiti messages found,202,-0.10610841584158409,0.46349939775566706,medium,1.0
1368532884194168840,[],FoxNews,cuomo s inner circle  what to know about embattled ny governor s senior administration,44,0.02948863636363637,0.4448776676460511,medium,1.0
1368524830857850884,[],FoxNews,texas beefs up border crackdown to stop human and drug smuggling,248,-0.03808588709677418,0.44919285039340723,medium,1.0
1368517029427355649,[],FoxNews,cuomo accuser lindsey boylan reacts to newest allegations   resign you disgusting monster ,287,-0.13851114982578397,0.4521500912088172,medium,1.0
1368392174270881802,['NYGovCuomo'],FoxNews,more ex aides accuse of sexual misconduct  reportedly inviting one to  dimly lit hotel room ,345,-0.04937710144927534,0.4711751491635019,medium,1.0
1368340015001042945,['TomCottonAR'],FoxNews,democratic covid bill gives convicted murderers taxpayer money  points out,743,-0.09981480484522223,0.449810301850837,medium,1.0
1368272361309503493,[],FoxNews,maryland gov  hogan calls for investigation into baltimore hs failing students  others call for shutdown,83,-0.09922048192771081,0.5160627839850487,high,2.0
1368269027596976129,[],FoxNews,california parent  disgusted  by suspension of high school baseball team over maskless group pic,376,-0.10015611702127662,0.45553200571326374,medium,1.0
1368261448774938626,[],FoxNews,chrissy teigen defends meghan markle amid royal family rift   these people won t stop until she miscarries ,247,-0.04530404858299595,0.45133186362338046,medium,1.0
1368250704016646144,[],FoxNews,senate covid relief bill is headed for final vote after sleepless  tumultuous night,272,0.07563639705882359,0.4779523870806821,medium,1.0
1368231900595249155,[],FoxNews,rep  kevin mccarthy posts video reading dr  seuss book after  other titles canceled over  racist  imagery,606,-0.10514686468646868,0.47462254310996455,medium,1.0
1368222893428117504,[],FoxNews,lawyer for  qanon shaman  argues for his client s release  compares him to forrest gump,242,-0.08050909090909092,0.4672711643102437,medium,1.0
1368219578921332743,[],FoxNews,california theme parks allowed to reopen as early as april ,86,0.028477906976744183,0.45114926482619333,medium,1.0
1368218119425191939,[],FoxNews,prince william was very unhappy meghan markle  prince harry  used princess diana s imagery   source alleges,164,-0.008804268292682927,0.49750397961852644,medium,1.0
1368202330030698502,[],FoxNews,meghan markle  prince harry s oprah winfrey interview creating  such a mess  as royal feud escalates  critics,336,-0.014206547619047615,0.4788994883657747,medium,1.0
1368196226148163587,[],FoxNews,russell wilson trade is bears  top priority to solve quarterback situation  report,41,-0.004526829268292688,0.41724269917183104,medium,1.0
1367994930019319809,[],FoxNews,cuomo accuser charlotte bennett says governor should resign   i was terrified ,197,-0.12120101522842643,0.46635854013639305,medium,1.0
1367991844047626245,[],FoxNews,cuomo aide implicated in nursing home coverup taught  ethics in government  class,67,-0.12405074626865673,0.47341549000183447,medium,1.0
1367979794420367363,[],FoxNews,joe concha  cuomo nursing home scandal now has a  follow the money angle ,89,-0.06522359550561796,0.4313277237001813,medium,1.0
1367945443267739651,[],FoxNews,capitol violence was supposed to erupt march   what happened ,636,-0.1416559748427674,0.42600627637107913,medium,1.0
1367944122951233545,[],FoxNews,swalwell files lawsuit against trump over capitol riots,594,-0.030362626262626254,0.4487895800566883,medium,1.0
1367921938853662728,[],FoxNews,desantis  pence top  republican primary surveys  if trump doesnt run,294,0.018521428571428578,0.4785727505759776,medium,1.0
1367908619761680410,[],FoxNews,florida man accused of speeding at  mph cited  business  at the ritz carlton  report says,41,0.14802195121951217,0.3978621096009239,low,0.0
1367905884119121925,[],FoxNews,trump tears into biden for  spiraling tsunami  at the border  amid spike in migrant numbers,436,-0.03698394495412843,0.46102853709668007,medium,1.0
1367901395249139718,[],FoxNews,desantis  pence top  republican primary surveys  if trump doesnt run,182,0.10362527472527472,0.41220685404039537,medium,1.0
1367891095938555909,[],FoxNews,gop sen  daines introduces amendment to ensure  b in federal covid  relief for schools is spent in ,30,0.12947,0.3793604092462052,low,0.0
1367890196474322949,[],FoxNews,republicans implore biden to reinstate national emergency at the border  as migrant numbers spike,159,-0.011120754716981127,0.4377760363293506,medium,1.0
1367873332243234823,[],FoxNews,biden wants new war powers vote in congress for authorizing america s foreign wars  psaki says,259,-0.0994227799227799,0.5086947654552231,high,2.0
1367859712390266882,[],FoxNews,missing colorado mom suzanne morphew s home sells for   m nearly  months after disappearance,24,0.06600833333333335,0.5180939682408359,high,2.0
1367855318030487557,[],FoxNews,cuomo sought to cash in on book sales while hiding nursing homes death toll  report says,177,-0.14524802259887007,0.4691853215088504,medium,1.0
1367852652739125257,[],FoxNews,house dems to push bills giving citizenship to some illegal immigrants  even amid border surge,129,-0.07240077519379844,0.4653052550638336,medium,1.0
1367840256427515909,[],FoxNews,cuomo accuser charlotte bennett calls governor  textbook abuser  in interview,141,-0.09477801418439714,0.5078019377800476,high,2.0
1367837603513372674,[],FoxNews,cuomo accuser lindsey boylan calls on  bystanders  to activate and  say something ,155,-0.09059419354838703,0.44556705840703115,medium,1.0
1367832842357665802,[],FoxNews,new zealand sees   magnitude earthquake  lifts tsunami warnings following series of quakes,22,-0.07006818181818182,0.4506655843742608,medium,1.0
1367819828472512514,[],FoxNews, moonshiners  star lance waldroup dead at ,177,-0.02789830508474575,0.5017542158488666,high,2.0
1367816843805745155,[],FoxNews,pope begins first ever papal visit to iraq  urges christians to help rebuild country,66,0.027078787878787872,0.494324300439157,medium,1.0
1367811706689323008,[],FoxNews, this is criminal   dem n y  lawmaker reacts to report gov  s aides pushed to change covid death report,134,-0.0023686567164178953,0.5298285773872783,high,2.0
1367668113760804868,[],FoxNews,biden forced to send team to the border as child migrant influx escalates,212,0.003056603773584896,0.4674252639187879,medium,1.0
1367658695975460866,[],FoxNews,baltimore hs student fails all but  classes over  years  ranks near top half of class,635,-0.0905557480314961,0.453613157371181,medium,1.0
1367658490886557697,[],FoxNews,biden forced to send team to the border as child migrant influx escalates,112,-0.022822321428571428,0.4963488661059401,medium,1.0
1367638367589044229,[],FoxNews,abbott rejects biden proposal for migrant testing at border  says it will create magnet,211,-0.13425213270142175,0.45207185241444736,medium,1.0
1367630632357163015,[],FoxNews,cuomo accuser charlotte bennett discusses allegations in new interview   he felt like he was untouchable ,138,-0.03133478260869566,0.415224394465741,medium,1.0
1367613712597737472,[],FoxNews,meghan mccain calls out  real silent  gillibrand over  hypocrisy  on cuomo sex harassment scandal,66,-0.09266818181818182,0.4961367476378296,medium,1.0
1367592199739695104,[],FoxNews,potential  gop hopefuls top list of senate republicans opposing biden nominees,56,0.007258928571428577,0.44778602916887794,medium,1.0
1367590029229400073,[],FoxNews,biden administration facing dramatic surge in unaccompanied children at the border  report,226,-0.02138185840707963,0.47341115217404134,medium,1.0
1367582219506696198,[],FoxNews, canceled by amazon   clarence thomas  michael brown documentaries  books on gender top growing list,117,-0.0007675213675213788,0.46652464931534265,medium,1.0
1367581916900204544,[],FoxNews,texas lt  gov slams biden s neanderthal thinking comment on lifting covid restrictions,188,-0.03757021276595745,0.46201193917711747,medium,1.0
1367571277771395073,[],FoxNews,white house insists covid positive migrants are not being released into texas  despite abbott claims,422,-0.08397061611374403,0.43370509353783765,medium,1.0
1367548664525320194,[],FoxNews,capitol police request national guard troops stay another  months amid  potential  militia threat,216,-0.06282083333333333,0.45777829678329446,medium,1.0
1367541650608824320,[],FoxNews,republicans demand hearing on unaccompanied alien children arriving at southern border,136,-0.11331249999999997,0.5044511564562023,high,2.0
1367533290568187914,[],FoxNews,gov  abbott hits back at biden  releasing covid infected migrants into texas is  neanderthal thinking ,1438,-0.08447531293463158,0.47015743975650537,medium,1.0
1367525476386938884,[],FoxNews,fbi norfolk report before capitol riot had  raw reporting  on  calls for violence   no mention of breach,86,0.46941511627906946,0.588899148964543,high,2.0
1367511408993271813,[],FoxNews,justice amy coney barrett issues first supreme court opinion,53,0.09144528301886794,0.41095476897194383,medium,1.0
1367505835996438529,[],FoxNews,gop maps out strategy to counter biden s  immoral    radical  immigration agenda,156,-0.13013205128205127,0.48829076253042025,medium,1.0
1367499039210618886,[],FoxNews,republicans criticize texas release of covid positive illegal immigrants   stop these individuals ,171,-0.09841052631578942,0.48492294209585285,medium,1.0
1367491888119480329,[],FoxNews,biden celebrates house passing hr   dems  campaign bill  vows work to  refine and advance  legislation,175,-0.031934285714285734,0.4684489749706658,medium,1.0
1367476908464758784,[],FoxNews,progressives furious at secretary of state blinken for  palestinian situation  tweet,58,0.04798103448275864,0.45734123137401517,medium,1.0
1367468337391894528,[],FoxNews,chris harrison says he plans to host  bachelor  franchise again in first interview since stepping aside,26,0.06715769230769232,0.43533627018485554,medium,1.0
1367463644896845824,[],FoxNews,veteran leaves home for first time in  years after volunteers build wheelchair ramp,27,0.3187925925925925,0.47395848319148554,medium,1.0
1367453399382446084,[],FoxNews,tiger woods told responding deputies after crash he  did not remember driving   report,74,-0.06397162162162162,0.43516455068162097,medium,1.0
1367445968363347968,[],FoxNews,madison cawthorn facing renewed sexual misconduct allegations from college,303,-0.06619570957095708,0.4208671702348987,medium,1.0
1367440872569241601,[],FoxNews,north carolina police force investigates after disturbing k  video emerges,70,-0.24946285714285707,0.4742960657866602,medium,1.0
1367429895547195396,[],FoxNews,bidens us mexico border pullback creating roads for the cartels  arizona sheriff says  report,384,-0.09621875000000002,0.47568275121574216,medium,1.0
1367313130326474759,['mikepompeo'],FoxNews, always up for a fight   hints at  presidential run on  hannity ,218,0.017444036697247707,0.4399795915734519,medium,1.0
1367297832366055433,[],FoxNews,white house cuts virtual event feed after biden says he s  happy to take questions  from house democrats,668,0.009984580838323357,0.4492061174992772,medium,1.0
1367280746843504655,[],FoxNews,white house  biden won t give speech to congress until this happens,262,0.0766064885496183,0.43367534548716025,medium,1.0
1367280348053311491,[],FoxNews,families of ny nursing home coronavirus victims say cuomo sex scandal shouldn t overshadow seniors  deaths,108,-0.11496018518518517,0.5091814246084794,high,2.0
1367254333604175874,[],FoxNews,six revealing quotes from cuomo s news conference on sex harassment claims,105,-0.16050571428571425,0.4350956280450956,medium,1.0
1367247086807175168,[],FoxNews,house cancels thursday votes amid security threats at capitol,269,-0.11260185873605942,0.4386760880851911,medium,1.0
1367240156487548934,[],FoxNews,joe montana s advice to tom brady after latest super bowl victory   play as long as you can ,33,0.1829333333333333,0.5121612317343697,high,2.0
1367226478392442880,[],FoxNews,biden says texas and mississippi over lifting covid restrictions  guilty of neanderthal thinking,1444,-0.012872229916897513,0.44843253241772624,medium,1.0
1367225787129204737,[],FoxNews,maria shriver reacts to andrew cuomo s apology   will that be enough  ,50,-0.13945000000000002,0.43695770974093223,medium,1.0
1367215813032366087,[],FoxNews,bidens post inauguration honeymoon appears to be over  new poll suggests,390,0.07334743589743589,0.4616227691620429,medium,1.0
1367215216652668929,[],FoxNews,cuomo apologizes but wont resign as he denies touching anyone  inappropriately    i am embarrassed,100,-0.191398,0.3971793849563991,low,0.0
1367214966957350912,[],FoxNews,aoc neglects key detail in push for   minimum wage,149,0.028479865771812087,0.3994837577423917,low,0.0
1367183952524546054,['NYGovCuomo'],FoxNews,  aide leaves covid  task force amid sex harass scandal,77,-0.2401896103896105,0.5058163073021085,high,2.0
1367176441947897859,[],FoxNews,watch now  cuomo makes announcement amid growing bipartisan calls to resign or be impeached,109,0.017542201834862374,0.47504839213408684,medium,1.0
1367168487752429570,[],FoxNews,shalanda young pushed by house dem leaders for biden budget director after tanden defeat,37,0.008889189189189206,0.42107125933199885,medium,1.0
1367162050447867907,[],FoxNews,senate finance committee split on hhs nom becerra in tie vote,23,-0.1754,0.46722783813389446,medium,1.0
1367153426329706498,['NYGovCuomo'],FoxNews,liberal journalists  pundits delete fawning tweets  backtrack on unified pandemic praise,106,-0.11245094339622642,0.4647425311257801,medium,1.0
1367144888219930624,[],FoxNews,celebrities react to gov  greg abbott s decision to fully reopen texas amid the coronavirus pandemic,660,0.06865954545454538,0.45273360855856226,medium,1.0
1367131702552907785,[],FoxNews,keith olbermann roasted for asking why were wasting vaccinations on texas after state lifts mask mandate,661,0.005807261724659623,0.459291152566621,medium,1.0
1367122845545947142,[],FoxNews, migrants released by border patrol in texas test positive for coronavirus  officials say,367,0.021911716621253418,0.46129162521795847,medium,1.0
1367115302350295044,[],FoxNews,hunter biden probe  active and ongoing  without white house interference  sources,301,0.018733222591362134,0.4095261669611767,medium,1.0
1367107782953082880,[],FoxNews,after neera tanden s defeat  republicans set sights on hhs nominee becerra,63,-0.10979206349206351,0.40244556285916255,medium,1.0
1367100461917097990,[],FoxNews,tiger woods crash investigation puts focus on suv s  black box ,49,-0.09801428571428569,0.4147582041583586,medium,1.0
1367084794199347202,[],FoxNews,jill biden stiff armed protester at campaign rally one year ago,551,0.04090145190562616,0.4549908999266579,medium,1.0
1367077393471598592,[],FoxNews,michigan national guard members complain of undercooked  contaminated meals while serving in dc  report,209,-0.07682966507177034,0.4614477025543369,medium,1.0
1367069584499625984,['NYGovCuomo'],FoxNews,flashback  in  assailed  disrespect for women  by  sexist and disgusting  trump administration,168,-0.11416369047619049,0.4526170628245819,medium,1.0
1366939391193718787,[],FoxNews,cdc to announce americans with covid vaccine can gather indoors without masks  report,524,-0.0007965648854961821,0.44429273675656694,medium,1.0
1366936503683842050,[],FoxNews,california  mass casualty  crash involved smugglers  illegal immigrants  border patrol source says,162,-0.13804938271604936,0.42987344248326353,medium,1.0
1366911183970832385,[],FoxNews,new york lawmaker ron kim  felt gaslit  and  stopped watching tv for six months  after seeing cuomo brothers  cracking jokes ,48,-0.17443958333333334,0.47853236433805774,medium,1.0
1366909909443428357,[],FoxNews,psaki pressed on whether biden administration taking credit for trump accomplishments on vaccine partnership,395,-0.0017754430379746822,0.4677662375312109,medium,1.0
1366890716824281097,[],FoxNews,biden says covid  vaccines will be available for all us adults by end of may,174,0.13317241379310346,0.3977338204771696,low,0.0
1366889849576452096,[],FoxNews,newsom blasts abbott for reopening texas   absolutely reckless ,1419,-0.040633403805496834,0.4696247032790585,medium,1.0
1366875534446260228,[],FoxNews,the women of the bible speak is the newest book from fox news books by fox news channel s shannon bream  preorder now at today ,102,0.0616450980392157,0.3994545718548392,low,0.0
1366870658161004547,[],FoxNews,biden reveals plan to get covid vaccine to every american by may ,533,0.020268855534709192,0.4493550783029167,medium,1.0
1366868445153947654,[],FoxNews,new york s leading democrats reach deal to strip cuomo s emergency coronavirus powers,55,0.027080000000000003,0.48259927913562223,medium,1.0
1366867998280212481,[],FoxNews,ny gov  cuomos creepy covid test comments resurface  you make that gown look good,92,-0.05318804347826088,0.4474277361610922,medium,1.0
1366851314211291143,[],FoxNews,senate confirms gina raimondo for commerce secretary,25,-0.033424,0.5453838421087788,high,2.0
1366844801467965441,[],FoxNews,psaki wont say why dr  seuss was dropped from biden reading proclamation,164,-0.058965243902439,0.4113569929583894,medium,1.0
1366834707678257168,[],FoxNews,women s march breaks silence on cuomo allegations after third accuser steps forward,122,-0.07398442622950818,0.4277971835476725,medium,1.0
1366812772005253120,[],FoxNews,warren  pressley among dems pushing to strip police of  qualified immunity ,199,-0.12964623115577878,0.487583633720501,medium,1.0
1366797319337877511,[],FoxNews,girl    hurt in crash involving ex chiefs coach britt reid  likely has permanent brain damage   lawyer says,69,-0.09050289855072462,0.5138837528683535,high,2.0
1366794413679276038,[],FoxNews,family scolded for setting up camp on cliff s edge   no idea of the extreme danger they were in ,66,-0.22733787878787878,0.45310426165259016,medium,1.0
1366789113836433418,[],FoxNews,former white house press secretary kayleigh mcenany joins fox news family,3124,0.025350864276568495,0.469135292306223,medium,1.0
1366783006896230401,[],FoxNews,michigan gop demands state ag probe whitmer s  secret deal  with former top health official,86,-0.1279546511627907,0.48034587726100203,medium,1.0
1366777024543477764,[],FoxNews,kamala harris silent on mounting cuomo allegations after kavanaugh crusade   metoo support,555,-0.09838918918918936,0.437350540649467,medium,1.0
1366765704154910726,[],FoxNews,chicago weekend violence   shot  including  teens   year old girl who was unintended target  sources say,175,-0.1419622857142857,0.5063969828125383,high,2.0
1366759561009455104,[],FoxNews,vernon jordan  ex clinton adviser and civil rights activist  dead at ,37,0.24344864864864865,0.5986003877665251,high,2.0
1366749582236012550,[],FoxNews,trump jr  asks if cuomo publisher will cancel book contract   what are the rules  ,474,-0.11023607594936702,0.4157028527221257,medium,1.0
1366742263477530629,[],FoxNews,paris hilton says david letterman tried to  humiliate  her during  interview,495,0.01428262626262627,0.4158260991788165,medium,1.0
1366734190956404737,[],FoxNews,publication of  dr  seuss books to cease over  racist  insensitive imagery ,426,-0.12555962441314553,0.4498280660967357,medium,1.0
1366726560431095809,[],FoxNews,covid  not likely to be over by end of year  who says,254,-0.04233503937007872,0.4186189152417982,medium,1.0
1366721897870880771,[],FoxNews,newsom sued by california students over indoor high school sports restrictions,56,0.00159464285714285,0.437871518067133,medium,1.0
1366714119425056770,[],FoxNews,democrats may consider minimum wage compromise as opportunity narrows,160,0.270493125,0.5106816731938644,high,2.0
1366598126757412869,"['CNN', 'ChrisCuomo', 'NYGovCuomo']",FoxNews,this evening on broke his silence on brother saying he obviously  cannot cover  harassment claims,431,-0.09979327146171685,0.46432862027424526,medium,1.0
1366571466192539649,[],FoxNews,university of texas alumni threaten to no longer donate amid controversy surrounding school song  emails show,81,0.04133086419753085,0.4336946819601248,medium,1.0
1366560795916648457,[],FoxNews,ny gov  andrew cuomo accused by third woman of unwanted sexual advances  report,496,-0.05246713709677416,0.42038229329243565,medium,1.0
1366543482958012416,[],FoxNews,desantis  noem are breakout stars at cpac  but trump maintains grip on party,243,-0.07896090534979429,0.4579230318893275,medium,1.0
1366541934785880069,[],FoxNews,madeleine mccann disappearance  new details on german suspect emerge,30,0.012843333333333337,0.43538046911300177,medium,1.0
1366541571953479680,[],FoxNews,cpac organizer says hyatt buckled to cancel culture over absurd stage design claims,112,-0.023955357142857132,0.4495158325963907,medium,1.0
1366532961135427587,[],FoxNews,biden erases dr  seuss from  read across america  proclamation as progressives seek to cancel beloved author,1808,-0.11798750000000001,0.466381163113244,medium,1.0
1366527895649271813,[],FoxNews,exclusive  kayleigh mcenany tells harris faulkner of  shock  and  disbelief  at deadly capitol riot,199,-0.12209396984924625,0.47288185987389825,medium,1.0
1366519983497445381,[],FoxNews,democratic calls for cuomo to resign grow louder as he faces dueling scandals,243,-0.14216790123456796,0.4263344660966795,medium,1.0
1366498073376079875,[],FoxNews,exclusive  reporter who says cuomo intimidated  bullied her broke down when others came forward  i just started crying,76,-0.011892105263157872,0.5034642355422829,high,2.0
1366497553689280513,[],FoxNews,biden dhs secretary mayorkas claims there s  no  crisis at southern border,157,-0.14622229299363054,0.47246433071154537,medium,1.0
1366497304845430785,[],FoxNews,exclusive  jordan calls on nadler to hold house judiciary hearing on  dangerous trend  of  cancel culture ,233,-0.16782575107296133,0.4427152052445381,medium,1.0
1366493351479017475,[],FoxNews,nikki haley praises trumps strong cpac speech after rebuking him weeks earlier,243,-0.019851028806584365,0.39819539550971156,low,0.0
1366486348237074435,[],FoxNews,hillary clinton breaks silence on cuomo s sex harassment scandals,393,-0.0010145038167938933,0.44563477950264163,medium,1.0
1366476313138257940,[],FoxNews,biden supports  independent review  of cuomo sexual harassment claims  something tara reade never got,377,-0.10510716180371349,0.44912556882336646,medium,1.0
1366452381622407169,[],FoxNews,oprah s sit down with meghan markle  prince harry panned as smear of royals,143,0.13933286713286708,0.5303972673723799,high,2.0
1366445386316066816,[],FoxNews,mexico to push biden on plan for k legal immigrants to u s  every year,414,-0.05477536231884059,0.4752778653786389,medium,1.0
1366436961204985856,"['NYCMayor', 'NYGovCuomo']",FoxNews,  claims he s witnessed  s  abusive  behavior amid new sex harassment claims,223,-0.019313452914798208,0.47556925822402907,medium,1.0
1366429551161704449,[],FoxNews,cuomo sexual harassment allegations remain unaddressed by national governors association  which he chairs,84,-0.10320357142857145,0.44786326130914633,medium,1.0
1366421315444473859,[],FoxNews,washington post fact checker forgets biden s been president for the last month,168,-0.036933333333333325,0.4789425674901866,medium,1.0
1366413877290930176,['NYGovCuomo'],FoxNews,embattled squeezed by both parties as sexual harassment scandal grows,104,-0.11393076923076917,0.4892485351446134,medium,1.0
1366406028951191558,[],FoxNews,john oliver   something gross  about how cuomo presented himself during pandemic,78,0.015832051282051285,0.4035876101780678,medium,1.0
1366398205555073037,[],FoxNews,pro anthem  mixed race u s  soccer member canceled for  racial  remarks,243,-0.019780658436213985,0.5297917268115008,high,2.0
1366390602594721796,[],FoxNews,here s how kaley cuoco responded to her golden globes loss,22,-0.015068181818181824,0.4746501562668613,medium,1.0
1366383032081514497,[],FoxNews,johnson  amp  johnson covid  vaccine begins shipping  third jab in us arsenal,23,0.13531304347826087,0.3697116017364048,low,0.0
1366373609648885760,[],FoxNews,newsom appears to dine indoors with celebrity as calif  indoor dining ban continues,124,-0.02616290322580645,0.3733865131551177,low,0.0
1366366923819282437,[],FoxNews,exclusive  pro gop group unveils new campaign taking aim at vulnerable house dems    see who s on the list,130,-0.04942461538461537,0.5303512203330597,high,2.0
1366362163888197635,[],FoxNews,trump says he requested k national guard troops at capitol on day of riot,1704,-0.15360269953051686,0.43428312508653616,medium,1.0
1366352404040601601,['NYGovCuomo'],FoxNews,ny ag behind covid report seizes control of harassment inquiry,37,-0.019886486486486492,0.4790580045847859,medium,1.0
1366344126090870786,[],FoxNews,this ca union president left red faced after being caught dropping daughter off at private pre school,331,-0.016880966767371608,0.35136485746426116,low,0.0
1366221634403790848,['TigerWoods'],FoxNews,here s how reacted to golfers wearing red on sunday   you are truly helping me get through this tough time ,40,-0.0544075,0.48010069210290907,medium,1.0
1377405371279568898,['NYTmag'],nytimes, we still dont have words for the receiving of touch we dont crave but commonly endure and even consent to because we dont feel entitled to resist it   in   melissa febos considers all the casual  unwanted touch women endure ,200,0.012462000000000015,0.543018147855578,high,2.0
1377397811092676610,[],nytimes,the scars that george floyds death left on witnesses have been a major focal point so far  here are takeaways from day  of the trial ,106,-0.21574528301886786,0.4704027860972067,medium,1.0
1377395308859072513,[],nytimes,billy abumayyalehs teenage son used to work at cup foods  the family business which was the site of the police confrontation with george floyd  but he hasnt returned since floyd s death   hes traumatized  we all are   abumayyaleh said ,26,-0.4483307692307691,0.37142256341717395,low,0.0
1377386488476753921,[],nytimes,charles mcmillian    broke down and sobbed on the witness stand after watching footage of george floyd pleading for his mother   i couldnt help but feel helpless   he said  catch up on day  of derek chauvin s murder trial ,346,-0.2194739884393063,0.4963902921714094,medium,1.0
1377384749769973762,[],nytimes,correction  a previous tweet incorrectly said johnson  amp  johnson halted future vaccine shipments in the u s  after about  million doses were ruined by a factory mixup  the shipments were put on hold from one factory manufacturing the vaccine  we deleted the inaccurate tweet ,404,-0.013649504950495042,0.41353604830821555,medium,1.0
1377384749769973762,[],nytimes,johnson  amp  johnson put future vaccine shipments from one factory in the u s  on hold after about  million doses were ruined by an ingredient mixup ,404,-0.013649504950495042,0.41353604830821555,medium,1.0
1377380211893927945,[],nytimes,rita hart  an iowa democrat who lost her bid for congress by six votes  withdrew her appeal to have the house overturn the results  the move ended a bitter dispute that had threatened to become a political liability for her party ,32,-0.0779125,0.3386045421546231,low,0.0
1377375167072989184,[],nytimes,delta and coca cola reversed their stances on georgias restrictive voting law  saying they wanted to be  crystal clear  that they opposed it  the reversal comes in the face of mounting outrage from activists and powerful black executives ,394,-0.043597969543147215,0.45198411442275593,medium,1.0
1377367418461376513,[],nytimes,the videos from the body cameras offer a devastating picture of how the officers were more focused on controlling george floyd than providing care as he repeatedly said that he couldn t breathe  watch live coverage  the video may include graphic images ,216,-0.3788407407407406,0.4381219732548815,medium,1.0
1377367418461376513,[],nytimes,prosecutors showed footage from the body camera worn by minneapolis police officers who confronted george floyd on may   the footage shows floyd becoming distraught as officers approach him with weapons  dont shoot me  he says repeatedly ,216,-0.3788407407407406,0.4381219732548815,medium,1.0
1377365203042504705,[],nytimes,adding an entire orange to this easy snacking cake  rind and all  imparts a wonderful flavor reminiscent of orange marmalade  pleasantly bitter and sweet ,20,-0.022119999999999994,0.30377912613226765,low,0.0
1377361328675811328,[],nytimes,the epa administrator  michael regan  has fired dozens of independent scientific advisers  many of whom were installed under the trump administration ,60,0.07214333333333336,0.35723744530449714,low,0.0
1377357559137402886,[],nytimes,president biden  unlike most other democratic candidates in   did not support federal legalization of marijuana  but he has said he supports the efforts of individual states to take action if they see fit  and they have seen fit ,42,-0.034795238095238115,0.5682314355674236,high,2.0
1377355027971379202,[],nytimes,so far  rep  alexandria ocasio cortez has not weighed in on the new york city mayoral race  but she has decided to endorse a democratic candidate in a different citywide contest  brad lander  a councilman from brooklyn who is running for comptroller ,22,0.07272727272727274,0.5776779760235663,high,2.0
1377353796246929408,[],nytimes,the teenager who first confronted george floyd told the court he couldnt believe what happened after police arrived and immediately regretted flagging the fake   bill  christopher martin said he felt  disbelief and guilt   watch live coverage ,238,-0.19741848739495796,0.5233618225414468,high,2.0
1377352513620377600,[],nytimes,business groups and large corporations reacted negatively on wednesday to president bidens expected proposal to fund his   trillion package of infrastructure spending with a substantial increase in corporate taxes ,336,-0.00026785714285716277,0.4645255481393896,medium,1.0
1377348879738302465,[],nytimes,administration officials said the proposal  which biden will discuss today in a speech in pittsburgh  would also accelerate the fight against climate change and help promote racial equity in the economy  read more about the   trillion plan ,58,0.14721034482758621,0.35676725652686164,low,0.0
1377348879738302465,[],nytimes,bidens plan also includes   billion to expand access to caregiving for those who are older and those with disabilities  and to improve pay and benefits for caregivers ,58,0.14721034482758621,0.35676725652686164,low,0.0
